wallet_address,EmployeeID,Name,Department,Role,Attendance (%),WorkHours (avg/week),PerformanceScore (0–100),ProjectCompletionRate (%),BehaviourScore (0–100),SkillScore (0–100),ExperienceYears,TrainingCompleted (Yes/No),CertificationsCount,ReputationScore (weighted composite),AppraisalEligibility (Yes/No),PreviousAppraisals,EmployeeWalletAddress,ReviewerWalletAddress,DAOEligible (Yes/No),appraisal_year,eligible,sbt_token_id,zk_proof_hash,hr_signature,BaseSalary_masked,ProposedSalaryIncrement (%)_masked,zk_input_commitment
0x355d59ef6017deda67744fd552cd5fbb8b969465,EMP1046,ZGEJZ TUYPHB,Engineering,Coordinator,61,53,73,64,83,46,15,No,5,60.1,No,1,0xe88991ca8964caf19502686af1c5c7e983d36cb7,0x53f8434c10d583013c7a5d801858498c3cb7d356,No,2026,True,47,zkproof_0047_hash,HR_SIGN_0047,CONFIDENTIAL,CONFIDENTIAL,3f1b38a776515bdf2b8f3075eb6395e29e0c9ffd72f9cae7850c8f55bb865d32
0xf39ed7a910335c0b7cf678aa0b04856e03ce7e2e,EMP1047,DSDPX ZGIZGT,Finance,Analyst,96,57,56,68,77,76,19,Yes,2,60.8,No,1,0x22e46168a311bfd0c02e977977f1aeff5e3b40b9,0xfbdb5815c58477544c729c825b5cec63dc0ca0c6,No,2026,True,48,zkproof_0048_hash,HR_SIGN_0048,CONFIDENTIAL,CONFIDENTIAL,89ce58e271dd54aaa078f048f015ef56e73d3a30ada8a216b8f6fe7fb3bedf5a
0xd076d981f4fd8e915d42e8bca9d8f918ae253cc2,EMP1048,CAAHI JYRTRG,HR,Intern,89,56,58,66,92,62,17,Yes,0,60.2,No,1,0x97a9c0eaeaf4f4ccdba7f8c6738a0fbf2b7fdde8,0xb60efc26191581ae7c5e02877b34f3e1f49914f7,No,2026,True,49,zkproof_0049_hash,HR_SIGN_0049,CONFIDENTIAL,CONFIDENTIAL,8c5e628b34b00d36fa75fc884b5c6606bf1f1ec784758aefcdbe847dce110506
0x724741df27f0d9ca082b6d7d899bbaf11fea4578,EMP1049,VPVOQ NQSWZZ,IT,Engineer,70,30,54,95,86,99,8,No,3,68.8,No,2,0xdc29db875b60df40045d68932ce6ec3baaf74d35,0xa92efc1df2e4102ddfa554e44cce050af07d7802,No,2026,True,50,zkproof_0050_hash,HR_SIGN_0050,CONFIDENTIAL,CONFIDENTIAL,80146cce48cf2af2b08cac53cd4fcca9b731d614a7bcecd226bc07974699b08a
0x03451f1ad85d40eeb2388fbb06a45e0d73b542e1,EMP1051,HDCVL JKBHVN,Operations,Intern,76,37,51,51,52,77,23,No,5,54.4,No,4,0xcf1d03d2e33a59ad80bca86df7e84b851555e015,0xb23f22d7263d8c1820254dbd1d634092cbcaee72,No,2026,True,52,zkproof_0052_hash,HR_SIGN_0052,CONFIDENTIAL,CONFIDENTIAL,b35ccf73f8b7aab82b7315d7ef94b794a2645414305af6a5cb41ab699b99a772
0x26f25dd11d85e5e0fab5005c04e0b5c56db1fb79,EMP1055,NJZZL YIRMIF,Marketing,Engineer,70,37,71,40,74,70,20,Yes,0,64.2,No,3,0x1b7c463836ecc4023880cb313425111721c9e886,0xf7248910c3f4163951f64e8c08e7c793e4f06f52,No,2026,True,56,zkproof_0056_hash,HR_SIGN_0056,CONFIDENTIAL,CONFIDENTIAL,b5c29bc7b6e28b9f4d1bfd1c21dcd5a96a19a99b4f155bef7be44e29900b02e0
0x48040ae84943b4513a25554ec9c46bd22e12ff57,EMP1056,XVOWK CEROQR,Operations,Lead,71,59,48,42,88,57,11,Yes,7,54.6,No,3,0x48edc5ac62bd91eb8e275fce5b527ee82f5b8608,0x78be33c7efa6528944e2ea7d1563ca1a048a9338,No,2026,True,57,zkproof_0057_hash,HR_SIGN_0057,CONFIDENTIAL,CONFIDENTIAL,fd09d1392d09be929e945693218a6546fc61c5850a25ceb6ef1be73d31fc111d
0xb3f8612ad48f779372a87cf83e053c6bec59f895,EMP1060,SZFOT AUTHDG,Operations,Analyst,70,53,64,42,87,40,13,No,5,55.5,No,3,0xfc7963c2803cc4e6375f915ace5935454324d77b,0xe5e9b178bfdcf159c1f76ffee74ad55c47f79e2d,No,2026,True,61,zkproof_0061_hash,HR_SIGN_0061,CONFIDENTIAL,CONFIDENTIAL,06c923efedd2e03dab27e9d94956441137b61636cc1ccbae0d9493b16bbe2dff
0xf7b7051793c615b982d5695f599e0ea69a851d78,EMP1061,JJTVS OPIDQW,IT,Engineer,63,39,61,41,70,69,11,No,9,60.0,No,4,0xe675de0146c9c5e131d541cab74bbe54e87e21f7,0xecd33adee66fffb194fb70bff9d4820076937b65,No,2026,True,62,zkproof_0062_hash,HR_SIGN_0062,CONFIDENTIAL,CONFIDENTIAL,516a8b0bf170e10921129b7f66cfe8fa28054c406cbcc3ef0e86aabc7a0de69b
0x6f1473074802b51d363fec03fe06ba9f9c0d10b1,EMP1062,ULMHN TEZZDP,HR,Coordinator,67,55,58,65,59,68,1,No,9,56.3,No,3,0xc88c669ce35de28da870e56e33473603339aac3f,0x5e8be7a49e231dc884198eaad778407af1a2fbbc,No,2026,True,63,zkproof_0063_hash,HR_SIGN_0063,CONFIDENTIAL,CONFIDENTIAL,17b371d8e310a18e72835ebfa32c59a6919aeb06cab33b821cd438dff574b76c
0x122e4d4d96d7fa47097538888e46dcbe68bce4a0,EMP1063,MNAYN GLLOAN,Finance,Coordinator,78,36,61,87,98,76,11,Yes,0,66.8,No,1,0x1df4b57128b390c5476465c37cb2e86f20b9cc74,0xe0b2792dfa82b8b7545f3c89966faf86f5499675,No,2026,True,64,zkproof_0064_hash,HR_SIGN_0064,CONFIDENTIAL,CONFIDENTIAL,f682bdbb6330d91e32d611cb409a7d27f43b9ce62af4653c2014a16302aa480f
0xc609d69a4b3a12c5faa5745c78e245ab665dff83,EMP1066,UPOHK UDYWPI,Engineering,Developer,67,55,91,96,62,50,3,No,7,64.5,No,0,0x5c1f54f2355211b3fb1b6ac9b307deff89834792,0xce1c63e50bd6158e5ac5c4450178fd8b53e325a2,No,2026,True,67,zkproof_0067_hash,HR_SIGN_0067,CONFIDENTIAL,CONFIDENTIAL,5778212da50bcce1bdb0113517f0facedced13bab4eba4a1a1427ba28387d1c7
0x43c079cf124915295ebf630085633699bf2161b4,EMP1067,BCXYZ ULYBBZ,Marketing,Intern,78,52,87,88,59,78,23,Yes,9,70.9,Yes,4,0xd07795b46ebd2e60b2a8f9a1cc00084867ec579d,0x60922a59a1e30ae61a6c255d5e89d7dd683fe5ba,No,2026,True,68,zkproof_0068_hash,HR_SIGN_0068,CONFIDENTIAL,CONFIDENTIAL,e4c02b745146f2da5a498b0636c61cd8c84df6fba4685d88b787ffa9f34d7d33
0xe21766720656fba84a4d10a233484c0347bf5e83,EMP1068,JAHOB PQZZVV,Finance,Intern,78,45,49,84,86,90,22,No,6,64.4,No,1,0xae495e1e5f4f55793ed3ea628483987a7236507b,0xa78877ec3379bef25f017439b653ab79c0d38a9f,No,2026,True,69,zkproof_0069_hash,HR_SIGN_0069,CONFIDENTIAL,CONFIDENTIAL,745a6ebcad689baf626dc53edde10fab392b9989d8f83ed2739488a2cd213279
0x1729cba5f46673973e036b8a7593f9f9d0e5c81a,EMP1069,DRSFW VIOTCW,Engineering,Lead,73,48,96,74,95,67,21,No,4,77.9,Yes,4,0xdeb2299dd1bf1d0b7f7bc040e1a50a465b12e0db,0xf9dbd77a301c874951ec4e512cc60d5b14f4eb40,Yes,2026,True,70,zkproof_0070_hash,HR_SIGN_0070,CONFIDENTIAL,CONFIDENTIAL,59a0c7be627094e3513d347260bf37f3281fa6f590ac4163f570bb71015b1374
0x5bffd14bf57b6ef81650db0842f508e907625066,EMP1076,KFGPD QHQJVB,Engineering,Engineer,83,34,72,55,67,70,3,No,7,63.9,No,3,0x3abc6549a74e9fc5ad3ce0f8a62901934f20aa08,0xcd420ad8ebfffc38f05cfab7a6c2b20f93c6d6bb,No,2026,True,77,zkproof_0077_hash,HR_SIGN_0077,CONFIDENTIAL,CONFIDENTIAL,cbed03678d09ddfc77cd5bf070c7d86303017fb106e9341dce7c8b4c9fd2c2b8
0x10d16c82e0a2ef29935293319a04c1c200ed4eda,EMP1079,UWJRA GQWIXO,Engineering,Lead,80,30,61,81,89,74,24,Yes,3,64.7,No,1,0x4b66415b396995a34dca2626405e4fb02ec6caf7,0x2c18f89a6ba22b5d1d9b22859d538e23fed517d6,No,2026,True,80,zkproof_0080_hash,HR_SIGN_0080,CONFIDENTIAL,CONFIDENTIAL,d47c93fd813c884653a222ab14686fff43aab137238ac3ef4895e173857367dc
0x2b1af4f908e243862f6f47fda5fbf380b55e36df,EMP1080,XBFUZ FYKRNG,R&D,Coordinator,93,53,67,61,61,92,19,No,1,66.7,No,3,0x4f4d62173febca5b74e654d1b497e1089fc6e1e1,0x3dd1c855d1ee80139a5ab827d943fe8e4ecdf811,No,2026,True,81,zkproof_0081_hash,HR_SIGN_0081,CONFIDENTIAL,CONFIDENTIAL,58646892f8f33a16feba8be85757abe374c51a8f0cb24af3318d66431e4fe651
0x78b3fb6c9c99e8fef1dde569c1321319c26e5c68,EMP1081,RQZMQ BUVPWH,HR,Developer,81,34,96,61,85,97,1,Yes,1,84.6,Yes,0,0x160e5032884de1a1fba5884b5f5b32258d16f8bf,0xaa8d221bea19c1588b87e9cf205cf61ed57bf0c8,Yes,2026,True,82,zkproof_0082_hash,HR_SIGN_0082,CONFIDENTIAL,CONFIDENTIAL,8b02f0861d1a90d80de01262090fb522f19384594c950911e17af6005275f9f8
0x866c0dad6a6aa99750906c301955ffcf39bb1fe6,EMP1083,MTUQH MEWVDT,Finance,Intern,78,45,59,94,92,98,23,Yes,6,72.0,Yes,4,0x86f71a5398566233b87105fb302710bf4475ab0b,0x3b63e3e77df1149f013966c7353194d4b936601f,No,2026,True,84,zkproof_0084_hash,HR_SIGN_0084,CONFIDENTIAL,CONFIDENTIAL,c6d76369da2d3c3251e4dee887837a9ded7497b4dcbe1f50885e83492fa2de80
0x758bddb641ffd990fd986c24b1b2fb202f57662c,EMP1086,WMPSF VSQRLE,HR,Manager,91,47,64,80,63,63,24,Yes,0,57.1,No,4,0x4ac67bba48603701c8410c395b4afffd325ed4d5,0x4d15bd09af800d47c6d5d070cbc8c1e9878d0122,No,2026,True,87,zkproof_0087_hash,HR_SIGN_0087,CONFIDENTIAL,CONFIDENTIAL,83bdfd3f9bc1998e82d1eee6ec3e0c3dc5a8a289c6b85fe97871e57d76882783
0xcd64152c995831e4f1e1c302b801e7ca4eb21539,EMP1089,ALJUW FQDLPM,Marketing,Intern,96,41,56,89,92,54,14,No,3,57.3,No,0,0xb871cc14ee0b31fbb4a9926a08307d9b72022108,0xa1a69e5832a31fc4dd8b7344d31cf55744c73e93,No,2026,True,90,zkproof_0090_hash,HR_SIGN_0090,CONFIDENTIAL,CONFIDENTIAL,81a8c1993202c8ed1dd7fe3ca98f312f8f819a0163140eda1361e49e7e24d068
0xccb348d08f84d1d3fc9057d0d98a981c9e146739,EMP1091,BEQKN MGVXFQ,Operations,Manager,92,38,62,56,76,93,10,No,4,68.3,No,2,0xec61437228a6bdbbf40644f3511caf994fba0fc1,0x3e208645fd316fa0655031e40f3c7fb93580b630,No,2026,True,92,zkproof_0092_hash,HR_SIGN_0092,CONFIDENTIAL,CONFIDENTIAL,d3c2ce129aeb3daa365f76894103bea6d16c24c1bc8a59fe4fedf6b46825e11e
0x1dfad0305c4d8596fcdacbc1ac6270dd695e627e,EMP1092,JXMDH NJOJAA,R&D,Manager,89,30,63,61,77,82,21,No,0,65.2,No,0,0xf6c644c44377a2015c5c7642da0d649b0baf5722,0x4e71e09475a9013a9ba8ec490ed02ddcb082d1c6,No,2026,True,93,zkproof_0093_hash,HR_SIGN_0093,CONFIDENTIAL,CONFIDENTIAL,f1f362a2816ef9f8e43b15c51d2697bdeb920056859123add736e8bb2ffce6ab
0x46af7320dd067d2f5c2932d8ee059d919a159935,EMP1094,YKNAN CGYMRB,HR,Lead,79,57,72,76,97,47,20,Yes,7,63.0,No,4,0x1dd09ba8b3dad90ded5aaf6c3efc184838f4e220,0x1fee88bb5fdf4d9774fc736ab41fd4699d9ac19f,No,2026,True,95,zkproof_0095_hash,HR_SIGN_0095,CONFIDENTIAL,CONFIDENTIAL,16cae8c5ab452d46bdbd5d83f2d0a890eb3b55b5fdf6bed76ef4019aacbe53a2
0x21ce4defe633080bf065c1ffc6e3baf20fcf436c,EMP1096,GVQKE OGVSQH,Finance,Lead,93,51,66,79,70,51,1,No,7,56.4,No,0,0x834021822dd5d49cacbaa2645044b58b685824e9,0xc66580d6073534de81b2222c7ffb3fdbb6bc7789,No,2026,True,97,zkproof_0097_hash,HR_SIGN_0097,CONFIDENTIAL,CONFIDENTIAL,58cdacd9da4fe9a6c3442452a0f4f02100b4da224059229f57e1cc202e9588e7
0x3ed80fdeeaa4f1f1f83a0bd2f15a70a03d9c91cd,EMP1097,ZLWMX IMNDBA,IT,Intern,82,35,84,54,55,79,23,Yes,6,68.9,No,4,0x5232e2f5ba82cade30c489093efc972bd61190b5,0xc82de9cd1ac7ba13869f9881d62fc3f4f8a3b819,No,2026,True,98,zkproof_0098_hash,HR_SIGN_0098,CONFIDENTIAL,CONFIDENTIAL,521d0803599a529f456f94c0ad016c3f5f4907e1d8c7a0c8d3c7a83618cd5063
0x55dfc38bbe94dac33c78ba8f737e080f91405371,EMP1098,YXRZH XSHGFY,Engineering,Manager,78,52,82,81,70,64,18,Yes,2,66.2,No,4,0x8a431e7fbfb3becac9dd45c929c39bd810b132e5,0x26f48e946f959efd4f44ea77bcb25631983cd819,No,2026,True,99,zkproof_0099_hash,HR_SIGN_0099,CONFIDENTIAL,CONFIDENTIAL,55479ebfcc8bbffe91e34f25e48758552022fd5d2a7d4e35b24a2445cef0c2f1
0x8b1db9c52a0bcbafd5e55226c8dda4faedf82768,EMP1100,XQVNP LBFOOT,Engineering,Developer,99,49,60,98,93,88,15,Yes,3,69.3,No,2,0x60ec16b80a76a98e751d4a1bd89565d548987653,0x78a82044c96a23e1ae5a4af7cc955992dd7bb999,No,2026,True,101,zkproof_0101_hash,HR_SIGN_0101,CONFIDENTIAL,CONFIDENTIAL,a7e43ee1529dc50f2d30946839e419929afabb5748bf7db655e63c7718de1868
0x7f660d07a7e693f51c083c142adf14739e7f3abb,EMP1101,JKDIM BWLLBM,HR,Coordinator,67,59,59,53,98,61,11,No,5,62.0,No,0,0x47ba90fb610a379bd8b92407d82c499ae1b701e7,0x58b781320aecece0f902e2387d4f3002a1c23e2e,No,2026,True,102,zkproof_0102_hash,HR_SIGN_0102,CONFIDENTIAL,CONFIDENTIAL,ad5420c0484a3382af99e78a9f18eea07938fe10d8b7ae4ba4ad63078c78ebba
0x03a596f830b1639dc4835be88caa2cc02cc051c8,EMP1104,VHLWF UMCURI,HR,Coordinator,91,58,90,89,96,94,10,No,9,84.3,Yes,0,0xe4e7b7e35381a329e73830b74d4d7e2627cf5721,0xb0993ce0e926aabeef3d5385fd5ff985e0253177,Yes,2026,True,105,zkproof_0105_hash,HR_SIGN_0105,CONFIDENTIAL,CONFIDENTIAL,9087454a526db5b3e01d780727dd58d765d0be692ff5f8d05ff40ed4909d6468
0x70d5cf03587f1dd04689d54543bb281afe1fcc14,EMP1105,NWJZN KOXQGO,Marketing,Analyst,76,37,49,47,90,90,22,Yes,1,64.7,No,3,0x760121a7c4324ab76a11c1605a00d053b9e10598,0x5d9c1eab1ed909771983b27ac11fc886ebbdb37b,No,2026,True,106,zkproof_0106_hash,HR_SIGN_0106,CONFIDENTIAL,CONFIDENTIAL,3a589c74fbcc5f1d9b85e239803a6acf7cd2a85dd8a1631520ec96816b7347fd
