wallet_address,EmployeeID,Name,Department,Role,Attendance (%),WorkHours (avg/week),PerformanceScore (0–100),ProjectCompletionRate (%),BehaviourScore (0–100),SkillScore (0–100),ExperienceYears,TrainingCompleted (Yes/No),CertificationsCount,ReputationScore (weighted composite),AppraisalEligibility (Yes/No),PreviousAppraisals,EmployeeWalletAddress,ReviewerWalletAddress,DAOEligible (Yes/No),appraisal_year,eligible,sbt_token_id,zk_proof_hash,hr_signature,BaseSalary_masked,ProposedSalaryIncrement (%)_masked,zk_input_commitment
0x2f846a00e93d5988b493133d28e630ab52319b51,EMP1042,QTBIL ULJZZA,Finance,Developer,76,46,38,87,58,49,10,No,4,41.9,No,4,0x4b942d4003dd0ff54fc64e3e4cde63cdbe8f6b33,0x716a91564c02394e2bd5d3c45d10a538a6ccc886,No,2026,False,43,zkproof_0043_hash,HR_SIGN_0043,CONFIDENTIAL,CONFIDENTIAL,3a33b19b0a75367fe14d90621f1210125512b619281186cfe5c5902a2825a6de
0xd100562214e8e1ac662cc517d791f69dd3af82a4,EMP1043,NFBLX XDFTSB,R&D,Engineer,85,46,16,49,86,60,10,Yes,7,42.3,No,4,0x933aba9c11246abc6de79cac332715b482783a84,0xe37d6e01524edc102a3c6c33f42f709061a47fd7,No,2026,False,44,zkproof_0044_hash,HR_SIGN_0044,CONFIDENTIAL,CONFIDENTIAL,7271177272c2ab20d6a18a2a37f7e14ade2a7a29ee56f3375ccc2710c1cfdbb0
0xe39e75a5e3e04812d8ae310f6781f9f573322cbb,EMP1045,JOLET EZSEWB,HR,Coordinator,90,33,29,85,56,97,0,No,3,52.2,No,4,0xf63077d65d9a744d5d1f8edbd38d185e2556d5fe,0xf2b96f4b75bcee5317617e3379e29d51d2897d7c,No,2026,False,46,zkproof_0046_hash,HR_SIGN_0046,CONFIDENTIAL,CONFIDENTIAL,b50c718919fec4f559fbeff2a1e653914685953ccdb51c590ee5b75d0812fc76
0x0d38605bd807987311144db59bf433376daad32d,EMP1050,LNMKG JUXZAE,Finance,Intern,87,49,25,79,81,41,1,No,0,38.5,No,0,0x1a9edce7a1eb9a20440a6f2844359746ff558958,0x715213853c8fb489f4842383376122ec4ea60710,No,2026,False,51,zkproof_0051_hash,HR_SIGN_0051,CONFIDENTIAL,CONFIDENTIAL,848b74ec75b184b7e411ec5582cfd28e830b5082f968ae05044b6ad33269f62f
0x2b237e6773595f3090d9619baa91e89c9db0a7d9,EMP1052,MRWXW RDKCFE,Engineering,Coordinator,64,35,1,82,98,42,19,Yes,0,32.6,No,2,0x83fb6e2556e4deff18e24a05530b6398d7b95ebd,0x17bd06e48446615a244db2f136d558fb134e5dcb,No,2026,False,53,zkproof_0053_hash,HR_SIGN_0053,CONFIDENTIAL,CONFIDENTIAL,7185f044cf14830c68693d5f1b0ee7b756b2df4ddf7a4407af8499700b2b94ed
0x6141811b453edf942dcbedad3321efdf3dce4ee8,EMP1053,PNNSO FUEZWC,R&D,Lead,96,51,34,92,53,47,8,Yes,4,38.7,No,4,0x9fbe3147cfa77a0f68401964a34ac36c1db8b9b0,0x719b135fd63b0472c46d10718cef210ea3d09622,No,2026,False,54,zkproof_0054_hash,HR_SIGN_0054,CONFIDENTIAL,CONFIDENTIAL,e083dc99c57e99f43d8a9e4f9dfa70f3b80775cf113f47ab11446ec4a6b2b32c
0x9d88a5b9ecc49c893aaa02aef60b0d59c54d9ab8,EMP1054,TUXPU HZJNGD,HR,Coordinator,65,52,42,56,60,95,6,Yes,5,57.8,No,1,0x08dd645ac102a777e5045ee22708dbc0eafc0333,0x845d6466ab8c50adb5f70b1d29fbe1eadb3b7ee7,No,2026,False,55,zkproof_0055_hash,HR_SIGN_0055,CONFIDENTIAL,CONFIDENTIAL,7f7712c5347e5201bce1456e01f42ff0401c375de786ebca7d8b968b3dcd28a9
0xa636b95668f1a076e0c8525635d66b11ef10076f,EMP1057,QSSDN QBMSCT,IT,Developer,93,41,37,45,91,55,16,Yes,2,49.7,No,2,0xb72030b81a383108189d68fb636aaab2c7cd79e3,0x9b8c9abbfd6ede6ce0f0bd5966afff59c0db578f,No,2026,False,58,zkproof_0058_hash,HR_SIGN_0058,CONFIDENTIAL,CONFIDENTIAL,9dd9ee2bbdea0a61285f3f77f0ec94a22c80e531e8887c2b05ed8a3f1d93145e
0x8a57b375438bbf3587534d289464d6eadbdc029b,EMP1058,QMAZG TYEUNK,Operations,Intern,84,54,8,62,78,41,8,No,4,31.5,No,0,0x547c2765b2ae5dfdcb518d9c69a1fda187bb7455,0x6ad85654e220f5846cb2bbff2bb46246e75135ef,No,2026,False,59,zkproof_0059_hash,HR_SIGN_0059,CONFIDENTIAL,CONFIDENTIAL,7aa2108995c82d80a2601ed3676d2f83e3b0110dbd0c48d1698700b6cea4555b
0xe0a492fa691b152fc548a6b31af40a8231d9f6b7,EMP1059,CYHVD SQEJOE,Operations,Manager,73,51,18,61,54,95,11,Yes,0,46.5,No,2,0x55b94757ca227e0f4daf1bc6dce740007ef53cf9,0x202e8d751bec42a8f58aaa80ab42b216bc612ef7,No,2026,False,60,zkproof_0060_hash,HR_SIGN_0060,CONFIDENTIAL,CONFIDENTIAL,42f5ce40d7fc0836810579553b34d49fb5c47665bf90d752a2bc979bc5642c9e
0xfc71d8f9277909e3a74bed66adefa09490b9431c,EMP1064,NOXZS ZFHCZV,HR,Developer,74,44,35,90,52,49,7,Yes,1,39.2,No,2,0x67af3d89b3452bce5c3ec101a1c20737b076d694,0x6544bfb4860c918cdc869a172fe09b458eea2945,No,2026,False,65,zkproof_0065_hash,HR_SIGN_0065,CONFIDENTIAL,CONFIDENTIAL,e2f07d004c5476c6b7d7d0be2f500968b3895f73c502b335cb584f8551ded0ca
0x3e310461f7d5b0f0bbb5f4cedff1db9d95fefde5,EMP1065,WMKPS GYBYGE,Marketing,Manager,74,45,6,51,83,70,1,No,6,40.6,No,1,0xc932f29dcdb1ae68efc65248c579acb8bbb7b205,0xbe8f224b5ede05fcd461582cd6ade53c5a3a730d,No,2026,False,66,zkproof_0066_hash,HR_SIGN_0066,CONFIDENTIAL,CONFIDENTIAL,40c737178708061ffe627e945acde6de05f0c51c1940c54c38e55cdf745d9b8d
0x6da78d67b19a7852ef2539ed2b8eb418ad96bab7,EMP1070,IKGZM VSTYMQ,IT,Intern,90,34,7,54,78,40,22,Yes,4,30.8,No,2,0xcfef07731e3939cb09437a11c199f1583fbb641b,0xb60950265e637451d15e20a5dae4e1cdbfbb1ba5,No,2026,False,71,zkproof_0071_hash,HR_SIGN_0071,CONFIDENTIAL,CONFIDENTIAL,b793e66148c816ecbd084b4c3845ce4c161293a04dd9272427213ea89f374308
0x7cf3341998a1b548ead4fc42f6bb8e71c72c42ad,EMP1071,AIEER DLECIN,Marketing,Lead,84,57,40,96,59,87,16,No,5,54.4,No,0,0xe45dc591500c83d8d755b4cbf10bdfb49ea6c3db,0xd13291c47ae6bb307be6551e213ae0d98fe54a24,No,2026,False,72,zkproof_0072_hash,HR_SIGN_0072,CONFIDENTIAL,CONFIDENTIAL,54ce84d63b9b7633ec72855a2e16cd07ec46e3eca525795f2a6936d2eba8c86f
0xaccb227d184d5e15565196e8fe325547f3aa3f48,EMP1072,VLHIZ EZEXCK,Finance,Manager,94,59,22,80,65,79,0,No,2,45.7,No,4,0x2e6af3612f6664e3987d74ad3686ee620e284c0f,0xb9680a7241dc5f414c4381ffcd06cba1f95872fa,No,2026,False,73,zkproof_0073_hash,HR_SIGN_0073,CONFIDENTIAL,CONFIDENTIAL,62f84fdd5d6c1669f5d9d0d4350d853ad3391a6ef72a07f5617d56f353d14666
0xc5a5fdb5c6e625b1d27990b390033380415124ca,EMP1073,NHATM VJUDVR,Marketing,Manager,76,58,11,86,82,47,1,No,5,35.4,No,1,0xf19cbbcfd7ed06efa63f49bc9eacf4e8a32915dc,0xffe9c248f9f43480b4030de61c874892773ec804,No,2026,False,74,zkproof_0074_hash,HR_SIGN_0074,CONFIDENTIAL,CONFIDENTIAL,84654237610e6e7682fa518a9f37c68f00a08645064e6234bac228780d918876
0x02d836b6f7983f4ee60b3970f22090a804878abe,EMP1074,QDZSJ HFAZPR,IT,Analyst,95,55,19,80,73,87,5,No,7,49.0,No,0,0x3a3cddfd7eaaa203de30065b6076f5ded0c33e33,0x43a1f85e3bd5bf9071224a4067e59dd92d2d00ac,No,2026,False,75,zkproof_0075_hash,HR_SIGN_0075,CONFIDENTIAL,CONFIDENTIAL,07f8f5f97ddd10532bced662c932bcafd051c50303fceafe0f301fe1a815316d
0x0cf4bbe372368967a47e7f5cb03b7d16df3d389d,EMP1075,CEOUA UKSYOY,R&D,Coordinator,70,53,5,77,60,70,13,No,6,35.6,No,4,0xf106fbb0ef41e625525755cf8030d3152062b119,0x9dfed33ba76c37c9e49fc798c7aa0ba142bfd7fe,No,2026,False,76,zkproof_0076_hash,HR_SIGN_0076,CONFIDENTIAL,CONFIDENTIAL,94ee1b0d28bb4ee773a246835e64732ba6e0d4aad94ebcfc25bab1e5040a7174
0x3dce08209bceaba7fcf081f957d7ee910d92c03b,EMP1077,DNONI XFOHQQ,Marketing,Lead,91,58,5,75,53,53,11,Yes,6,29.1,No,3,0xf8b0dfea11624fd84cec2b716a10cb942d95fcbc,0x75551a2c42ea890502c4b3dc066f50d25e5ca601,No,2026,False,78,zkproof_0078_hash,HR_SIGN_0078,CONFIDENTIAL,CONFIDENTIAL,f02baf89ed3c6bb2858fc87fc814ecdb022d3b29241515b08933ba7289699a62
0x5596335d77e94ca6e8f8164729bf19e702b64e21,EMP1078,CXSHB WOHKIT,Finance,Intern,90,38,18,79,96,40,21,Yes,3,38.7,No,0,0x6d559ec24be9a457051e75ec482857458570dd07,0xda26705f0eff2260bd6b15e697b3d922ea266b24,No,2026,False,79,zkproof_0079_hash,HR_SIGN_0079,CONFIDENTIAL,CONFIDENTIAL,743b3079ac1b14f69f6808a63e55d8f774ba9e558d2c60582d66af7c1cc458c4
0x36f52e50bdcb528ba72005c72167f5ed4c9ef408,EMP1082,IGQSW NDMWYB,IT,Analyst,65,46,3,76,50,90,5,No,9,39.1,No,1,0xfd5fc27737e78364edcd95a985fb99aad5bc7e68,0x158bcaa0540a9849cf3904d6a53dbfa8f7568437,No,2026,False,83,zkproof_0083_hash,HR_SIGN_0083,CONFIDENTIAL,CONFIDENTIAL,65add94a6639b0f2d37ee4d71f73c7ceb1f1892829443401e993bfc575cecb24
0x8ef57c1f9336cf69c989f091c3e7a5ae7e32257a,EMP1084,JRZDH VKFKKL,HR,Analyst,98,35,12,42,86,71,23,Yes,6,43.9,No,0,0xbe23f5777b582d66eb9b71d64af79a44497b588a,0xe1c955f8b373098f6b5b4e9c92a2de6592629ec0,No,2026,False,85,zkproof_0085_hash,HR_SIGN_0085,CONFIDENTIAL,CONFIDENTIAL,f6c449d7df7f339558a956d76ec1c7eeb73108a36fa6cedc2d6e9a078c51a8c9
0x38d2cce066905b6afe60002c413c2eb6e6b820f8,EMP1085,GRBZO BSZGKE,Marketing,Developer,79,45,46,66,73,90,5,Yes,0,60.0,No,4,0x41ce14c51e7a48968eed0beac34708c590ec581e,0x726236a3a37fda7b37191ca6f603f2b75e63bd9f,No,2026,False,86,zkproof_0086_hash,HR_SIGN_0086,CONFIDENTIAL,CONFIDENTIAL,7f15c9ac7f9796b06f0a9ffb7a240e86196db3c17b3be07cad42ca0588b8fec3
0x441e3fa3fdf6293fbcfb953a81ff4b78bb578cd2,EMP1087,QHXDZ JOFGRK,Engineering,Engineer,93,38,19,64,87,64,0,No,8,45.0,No,1,0x9f5c2a560b368dccda7ba854e3e25e49809005cc,0x0abd106e19e418c3909cd8124f53f9b61d866e86,No,2026,False,88,zkproof_0088_hash,HR_SIGN_0088,CONFIDENTIAL,CONFIDENTIAL,98031ec3a7a4f6ccac3529434f755673b55f39bbb41154be2134e3de58195280
0xe4fa4e3b14845286e29aca04ada331e64ce2fe39,EMP1088,UNEAL GRPURE,Marketing,Intern,88,38,6,96,88,78,3,No,5,43.9,No,3,0x24996b9c9856095c1980ac83e3b69422388e67f3,0xe5c4fd5a2312af8a55f8906d21a09613b3b1067f,No,2026,False,89,zkproof_0089_hash,HR_SIGN_0089,CONFIDENTIAL,CONFIDENTIAL,d0c9d8dd7802af0a411db08d60a065ecfb241e80084e11a12f9fe90217a8c669
0x55e4a18efee995b3b4aab331eaa2dfb926a08566,EMP1090,CTCVA JBUKQC,Engineering,Coordinator,61,57,43,95,63,83,12,Yes,3,55.0,No,0,0xd5e3c139bad722c381a20a600f14835276f90406,0x90b122bc008356bc1f96ffb31c1b6bdf4efa4130,No,2026,False,91,zkproof_0091_hash,HR_SIGN_0091,CONFIDENTIAL,CONFIDENTIAL,c635d6c11cbffa45b1a7613b94028d4136d6dae86a8298ab2857d75de6d8668e
0x796259ecd99d11f6606add80ad08ce7a75911c5c,EMP1093,UNJML BJBBHI,Finance,Intern,66,49,16,78,98,54,16,No,6,42.8,No,2,0xff4c58609c66f2c423d9fc31d47938d1073053b9,0x0c4f3cfb5fc82fb4c76ab1a62bc14281f09d7f64,No,2026,False,94,zkproof_0094_hash,HR_SIGN_0094,CONFIDENTIAL,CONFIDENTIAL,8bd586c86cc590c515be56492627bc7bec18de2bdd53d42486fb5ad880050730
0x042065758dc29f3a26a95bf6e147fdd25959edfb,EMP1095,OPHBY OASAPB,Marketing,Engineer,93,41,40,90,66,41,0,No,3,41.8,No,4,0xd1873b9b1fc0e7ac9d45c61fce8cfdbd62bf09bc,0x88afc6713c79c0f8412806be93d44e5b426e4553,No,2026,False,96,zkproof_0096_hash,HR_SIGN_0096,CONFIDENTIAL,CONFIDENTIAL,674b649431cd88c4583dea8a308bc6c01372df8799b1e6f36bb47f6d508f83ed
0x3d85405f5ca79d269d73c24259611b2616fc3866,EMP1099,TBJUC GPMAES,IT,Engineer,88,45,20,49,65,53,8,Yes,0,36.9,No,0,0xa6517ef1673c3ee7b6a1b858d1b0a281c2e4a15b,0x9e7a288a943943b52ff97613a391822d778fe9b0,No,2026,False,100,zkproof_0100_hash,HR_SIGN_0100,CONFIDENTIAL,CONFIDENTIAL,6a6559f3ce41ef24d971dcb9973c6a62cf75013bc786f4176c4dee2bbcbae4e7
0x0aa2d382eec384ce4d80a7347a95c1d0835eaa0b,EMP1102,CVVPV YXPIWH,Finance,Developer,90,48,9,91,99,66,19,Yes,7,43.9,No,0,0x7d4d1f69054b528c6ee5261455377b09ec06bd97,0x2a39ae69fb4d9e3f261989fc7193cde9d2bcaa00,No,2026,False,103,zkproof_0103_hash,HR_SIGN_0103,CONFIDENTIAL,CONFIDENTIAL,4427094d3e63b0e26f7c2fa63ed028ffc9b824bd2593a2ca5de2ccce0c90af3d
0x8d367141f6aee37fd29a62667c4ade99a0179786,EMP1103,TUHSF LYJIRG,HR,Intern,62,49,3,81,96,69,0,Yes,1,41.2,No,2,0xc0381198a5225827f127d6e898a397509cee7973,0x1d3c2d5c2720bf256dde84da02c7bc8cac690e2f,No,2026,False,104,zkproof_0104_hash,HR_SIGN_0104,CONFIDENTIAL,CONFIDENTIAL,97751416b5682e2f30845a5b18f51e20a9698f778160328ce4a476361a788b22
0xa11c8a682268b7d1337f6ed569a0a667a5c43605,EMP1106,VFPER ASNEIC,Marketing,Manager,95,38,25,55,92,61,8,Yes,2,46.9,No,4,0x85e094a3d1d71f396c30f82b7f214746b38a2ac9,0x0a95f6f39533328cf6f92d5f5824bb7f6254f137,No,2026,False,107,zkproof_0107_hash,HR_SIGN_0107,CONFIDENTIAL,CONFIDENTIAL,faf929365aafc2ec5e38009c583dfadcec3b269d771e65aa7c5bdc01f9d16339
0xb18ccafc0e0667160e05f6a1f2a080283df8ed4c,EMP1107,JOSWZ AKUZHX,Operations,Analyst,84,50,27,93,91,62,6,Yes,1,47.7,No,3,0x6a7c604b56462b436acfae9b2a1267b059afe478,0xe2ac878766b79d28521261b1d6def79972d02dbd,No,2026,False,108,zkproof_0108_hash,HR_SIGN_0108,CONFIDENTIAL,CONFIDENTIAL,12718564abcdb39814842f55712a4741d26673eb8b7c361224028fb2c46fef4a
0xb2292660369ee1265b95c22347ba981ee7e84efa,EMP1109,VLXYM QFMOEQ,Marketing,Manager,75,45,4,81,53,50,14,Yes,2,27.4,No,3,0xdff08aad5d3feea4c8416001ce26b241c3fb8cfa,0xe4ad248916d96f955e416726f0bc2fa6ec2d9708,No,2026,False,110,zkproof_0110_hash,HR_SIGN_0110,CONFIDENTIAL,CONFIDENTIAL,1282a0b8525f9298e069555c7046c7605d64333dcec0e60cb3acbb21c14f98cf
0xbf8c7116ad98ee1c79c532d41876e947c8306497,EMP1112,BTTWG ACXTHN,Marketing,Lead,94,56,6,76,95,51,5,No,6,37.3,No,3,0x747de6834f81edbb7c71cc4bed32ebc6dd22a075,0xbb7ed05f7016458ae4ecd8b33079fd28db4dc790,No,2026,False,113,zkproof_0113_hash,HR_SIGN_0113,CONFIDENTIAL,CONFIDENTIAL,e9e0ac2459839237c2f5cb6986f0b5ef516362ff251947d13551b76d15ccd69e
0xdbe65f3dad888314a4b296e5adc0c7f5740954eb,EMP1115,XKTPG ALUPNA,Operations,Developer,87,52,30,56,72,41,9,Yes,4,39.1,No,0,0x52cd6d3240a9ada77f5900e8383189c0fbf96288,0xdf8cfca7d9bbc5956a0fdc86145ea1c04bc7f603,No,2026,False,116,zkproof_0116_hash,HR_SIGN_0116,CONFIDENTIAL,CONFIDENTIAL,c362b417207b90b85e910dc1f0299faf44f606d5201deaaccac7571dfd10e2ba
0x9112ec5eae8f5ad67db3d20e4eae226ce47759ae,EMP1117,NKNAX RSYBPF,R&D,Lead,95,41,17,98,50,78,24,No,1,40.3,No,1,0x7536fe8c71861831fbadf17ea827348aab5cd2ce,0x11d9be0c25bedb2070dff604ae8bb5116b788986,No,2026,False,118,zkproof_0118_hash,HR_SIGN_0118,CONFIDENTIAL,CONFIDENTIAL,7213ed8de75015423f7b49c5ee2e3bc43c62eaaf21fd9d65b9a6a3813f8b0eab
